datetime,AAPL,cash,commission,total,returns,equity_curve,drawdown
1990-08-17,111.5946,99870.2898,1.3,99981.8844,-6.11553391301e-05,0.999818844,0.000332491
1990-08-20,112.6987,99870.2898,1.3,99982.9885,1.10430005058e-05,0.999829885,0.00032145
1990-08-21,111.1654,99870.2898,1.3,99981.4552,-1.53356088171e-05,0.999814552,0.000336783
1990-08-22,107.7154,99870.2898,1.3,99978.0052,-3.45063991427e-05,0.999780052,0.000371283
1990-08-23,105.7988,99870.2898,1.3,99976.0886,-1.91702164507e-05,0.999760886,0.000390449
1990-08-24,108.8654,99870.2898,1.3,99979.1552,3.06733344235e-05,0.999791552,0.000359783
1990-08-27,115.7653,99870.2898,1.3,99986.0551,6.90133857022e-05,0.999860551,0.000290784
1990-08-28,116.9153,99870.2898,1.3,99987.2051,1.15016038871e-05,0.999872051,0.000279284
1990-08-29,114.232,99870.2898,1.3,99984.5218,-2.68364336947e-05,0.999845218,0.000306117
1990-08-30,111.1654,99870.2898,1.3,99981.4552,-3.06707472797e-05,0.999814552,0.000336783
1990-08-31,113.4654,99870.2898,1.3,99983.7552,2.30042660951e-05,0.999837552,0.000313783
1990-09-04,113.4654,99870.2898,1.3,99983.7552,0.0,0.999837552,0.000313783
1990-09-05,110.3987,99870.2898,1.3,99980.6885,-3.06719826022e-05,0.999806885,0.00034445
1990-09-06,109.6321,99870.2898,1.3,99979.9219,-7.66748070558e-06,0.999799219,0.000352116
1990-09-07,111.5487,99870.2898,1.3,99981.8385,1.91698489413e-05,0.999818385,0.00033295
1990-09-10,109.6321,99870.2898,1.3,99979.9219,-1.91694814653e-05,0.999799219,0.000352116
1990-09-11,104.2655,99870.2898,1.3,99974.5553,-5.36767772771e-05,0.999745553,0.000405782
1990-09-12,104.2655,99870.2898,1.3,99974.5553,0.0,0.999745553,0.000405782
1990-09-13,103.4988,99870.2898,1.3,99973.7886,-7.66895134163e-06,0.999737886,0.000413449
1990-09-14,104.2655,99870.2898,1.3,99974.5553,7.66901015492e-06,0.999745553,0.000405782
1990-09-17,103.4988,99870.2898,1.3,99973.7886,-7.66895134163e-06,0.999737886,0.000413449
1990-09-18,102.3488,99870.2898,1.3,99972.6386,-1.15030151012e-05,0.999726386,0.000424949
1990-09-19,99.6655,99870.2898,1.3,99969.9553,-2.68403438939e-05,0.999699553,0.000451782
1990-09-20,96.9822,99870.2898,1.3,99967.272,-2.68410643173e-05,0.99967272,0.000478615
1990-09-21,96.5989,99870.2898,1.3,99966.8887,-3.83425487493e-06,0.999668887,0.000482448
1990-09-24,92.7656,99870.2898,1.3,99963.0554,-3.83456967586e-05,0.999630554,0.000520781
1990-09-25,91.9989,99870.2898,1.3,99962.2887,-7.66983358924e-06,0.999622887,0.000528448
1990-09-26,91.2323,99870.2898,1.3,99961.5221,-7.66889203896e-06,0.999615221,0.000536114
1990-09-27,86.6323,99870.2898,1.3,99956.9221,-4.60177066473e-05,0.999569221,0.000582114000001
1990-09-28,88.9323,99870.2898,1.3,99959.2221,2.3009912187e-05,0.999592221,0.000559114000001
1990-10-01,93.5323,99870.2898,1.3,99963.8221,4.60187654863e-05,0.999638221,0.000513114
1990-10-02,90.849,99870.2898,1.3,99961.1388,-2.68427111292e-05,0.999611388,0.000539947
1990-10-03,82.7991,99870.2898,1.3,99953.0889,-8.0530295039e-05,0.999530889,0.000620446
1990-10-04,85.8657,99870.2898,1.3,99956.1555,3.06803925094e-05,0.999561555,0.000589780000001
1990-10-05,85.8657,99870.2898,1.3,99956.1555,0.0,0.999561555,0.000589780000001
1990-10-08,89.3156,99870.2898,1.3,99959.6054,3.45141325488e-05,0.999596054,0.000555281000001
1990-10-09,85.8657,99870.2898,1.3,99956.1555,-3.45129413647e-05,0.999561555,0.000589780000001
1990-10-10,81.2657,99870.2898,1.3,99951.5555,-4.60201773166e-05,0.999515555,0.000635780000001
1990-10-11,85.099,99870.2898,1.3,99955.3888,3.83515792308e-05,0.999553888,0.000597447000001
1990-10-12,86.6323,99870.2898,1.3,99956.9221,1.53398432881e-05,0.999569221,0.000582114000001
1990-10-15,85.099,99870.2898,1.3,99955.3888,-1.53396079809e-05,0.999553888,0.000597447000001
1990-10-16,76.6658,99870.2898,1.3,99946.9556,-8.4369638308e-05,0.999469556,0.000681779000001
1990-10-17,0.0,99945.6556,2.6,99945.6556,-1.30068994318e-05,0.999456556,0.000694779000001
1990-10-18,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-10-19,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-10-22,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-10-23,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-10-24,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-10-25,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-10-26,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-10-29,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-10-30,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-10-31,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-01,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-02,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-05,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-06,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-07,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-08,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-09,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-12,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-13,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-14,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-15,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-16,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-19,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-20,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-21,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-23,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-26,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-27,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-28,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-29,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-11-30,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-12-03,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-12-04,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-12-05,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-12-06,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-12-07,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-12-10,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-12-11,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-12-12,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-12-13,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-12-14,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-12-17,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-12-18,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-12-19,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-12-20,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-12-21,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-12-24,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-12-26,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-12-27,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-12-28,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1990-12-31,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-02,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-03,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-04,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-07,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-08,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-09,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-10,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-11,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-14,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-15,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-16,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-17,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-18,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-21,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-22,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-23,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-24,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-25,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-28,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-29,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-30,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-01-31,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-02-01,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-02-04,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-02-05,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-02-06,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-02-07,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-02-08,0.0,99945.6556,2.6,99945.6556,0.0,0.999456556,0.000694779000001
1991-02-11,188.8446,99760.1263,3.9,99948.9709,3.31710265955e-05,0.999489709,0.000661626000001
1991-02-12,184.6139,99760.1263,3.9,99944.7402,-4.23285999036e-05,0.999447402,0.000703933000001
1991-02-13,184.6139,99760.1263,3.9,99944.7402,0.0,0.999447402,0.000703933000001
1991-02-14,175.7678,99760.1263,3.9,99935.8941,-8.85099103994e-05,0.999358941,0.000792394000001
1991-02-15,177.6799,99760.1263,3.9,99937.8062,1.91332655521e-05,0.999378062,0.000773273000001
1991-02-19,185.0029,99760.1263,3.9,99945.1292,7.32755728632e-05,0.999451292,0.000700043000001
1991-02-20,188.0863,99760.1263,3.9,99948.2126,3.0850928151e-05,0.999482126,0.000669209000001
1991-02-21,181.9195,99760.1263,3.9,99942.0458,-6.16999528013e-05,0.999420458,0.000730877000001
1991-02-22,184.2321,99760.1263,3.9,99944.3584,2.31394102601e-05,0.999443584,0.000707751000001
1991-02-25,178.8361,99760.1263,3.9,99938.9624,-5.39900409225e-05,0.999389624,0.000761711
1991-02-26,179.607,99760.1263,3.9,99939.7333,7.71370826236e-06,0.999397333,0.000754002000001
1991-02-27,179.607,99760.1263,3.9,99939.7333,0.0,0.999397333,0.000754002000001
1991-02-28,176.5236,99760.1263,3.9,99936.6499,-3.08525938402e-05,0.999366499,0.000784836000001
1991-03-01,178.0653,99760.1263,3.9,99938.1916,1.5426772876e-05,0.999381916,0.000769419000001
1991-03-04,179.9924,99760.1263,3.9,99940.1187,1.92829184633e-05,0.999401187,0.000750148000001
1991-03-05,194.6385,99760.1263,3.9,99954.7648,0.0001465487553,0.999547648,0.000603687000001
1991-03-06,194.253,99760.1263,3.9,99954.3793,-3.85674460612e-06,0.999543793,0.000607542000001
1991-03-07,207.3574,99760.1263,3.9,99967.4837,0.000131103810476,0.999674837,0.000476498
1991-03-08,200.4198,99760.1263,3.9,99960.5461,-6.93985658458e-05,0.999605461,0.000545874
1991-03-11,195.7947,99760.1263,3.9,99955.921,-4.62692550257e-05,0.99955921,0.000592125
1991-03-12,193.8676,99760.1263,3.9,99953.9939,-1.927949821e-05,0.999539939,0.000611396
1991-03-13,204.274,99760.1263,3.9,99964.4003,0.000104111897824,0.999644003,0.000507332
1991-03-14,201.1906,99760.1263,3.9,99961.3169,-3.08449807206e-05,0.999613169,0.000538166
1991-03-15,204.274,99760.1263,3.9,99964.4003,3.08459321627e-05,0.999644003,0.000507332
1991-03-18,208.8991,99760.1263,3.9,99969.0254,4.62674710808e-05,0.999690254,0.000461081000001
1991-03-19,214.295,99760.1263,3.9,99974.4213,5.3975718763e-05,0.999744213,0.000407122
1991-03-20,208.8991,99760.1263,3.9,99969.0254,-5.39728055421e-05,0.999690254,0.000461081000001
1991-03-21,199.649,99760.1263,3.9,99959.7753,-9.25296606922e-05,0.999597753,0.000553582
1991-03-22,195.0239,99760.1263,3.9,99955.1502,-4.62696118126e-05,0.999551502,0.000599833000001
